Municipalities;Indicadores de renta media;Period;Total
08152 Orpí;Índice de Gini;2015;34.0
08152 Orpí;Distribución de la renta P80/P20;2017;2.4
08152 Orpí;Distribución de la renta P80/P20;2016;2.8
08152 Orpí;Distribución de la renta P80/P20;2015;3.5
0815201 Orpí distrito 01;Índice de Gini;2017;31.5
0815201 Orpí distrito 01;Índice de Gini;2016;32.7
0815201 Orpí distrito 01;Índice de Gini;2015;34.0
0815201 Orpí distrito 01;Distribución de la renta P80/P20;2017;2.4
0815201 Orpí distrito 01;Distribución de la renta P80/P20;2016;2.8
0815201 Orpí distrito 01;Distribución de la renta P80/P20;2015;3.5
0815201001 Orpí sección 01001;Índice de Gini;2017;31.5
0815201001 Orpí sección 01001;Índice de Gini;2016;32.7
0815201001 Orpí sección 01001;Índice de Gini;2015;34.0
0815201001 Orpí sección 01001;Distribución de la renta P80/P20;2017;2.4
0815201001 Orpí sección 01001;Distribución de la renta P80/P20;2016;2.8
0815201001 Orpí sección 01001;Distribución de la renta P80/P20;2015;3.5
08153 Òrrius;Índice de Gini;2017;31.0
08153 Òrrius;Índice de Gini;2016;30.8
08153 Òrrius;Índice de Gini;2015;32.0
08153 Òrrius;Distribución de la renta P80/P20;2017;2.3
08153 Òrrius;Distribución de la renta P80/P20;2016;2.3
08153 Òrrius;Distribución de la renta P80/P20;2015;2.4
0815301 Òrrius distrito 01;Índice de Gini;2017;31.0
0815301 Òrrius distrito 01;Índice de Gini;2016;30.8
0815301 Òrrius distrito 01;Índice de Gini;2015;32.0
0815301 Òrrius distrito 01;Distribución de la renta P80/P20;2017;2.3
0815301 Òrrius distrito 01;Distribución de la renta P80/P20;2016;2.3
0815301 Òrrius distrito 01;Distribución de la renta P80/P20;2015;2.4
0815301001 Òrrius sección 01001;Índice de Gini;2017;31.0
0815301001 Òrrius sección 01001;Índice de Gini;2016;30.8
0815301001 Òrrius sección 01001;Índice de Gini;2015;32.0
0815301001 Òrrius sección 01001;Distribución de la renta P80/P20;2017;2.3
0815301001 Òrrius sección 01001;Distribución de la renta P80/P20;2016;2.3
0815301001 Òrrius sección 01001;Distribución de la renta P80/P20;2015;2.4
08154 Pacs del Penedès;Índice de Gini;2017;36.4
08154 Pacs del Penedès;Índice de Gini;2016;31.4
08154 Pacs del Penedès;Índice de Gini;2015;33.7
08154 Pacs del Penedès;Distribución de la renta P80/P20;2017;2.7
08154 Pacs del Penedès;Distribución de la renta P80/P20;2016;2.5
08154 Pacs del Penedès;Distribución de la renta P80/P20;2015;2.8
0815401 Pacs del Penedès distrito 01;Índice de Gini;2017;36.4
0815401 Pacs del Penedès distrito 01;Índice de Gini;2016;31.4
0815401 Pacs del Penedès distrito 01;Índice de Gini;2015;33.7
0815401 Pacs del Penedès distrito 01;Distribución de la renta P80/P20;2017;2.7
0815401 Pacs del Penedès distrito 01;Distribución de la renta P80/P20;2016;2.5
0815401 Pacs del Penedès distrito 01;Distribución de la renta P80/P20;2015;2.8
0815401001 Pacs del Penedès sección 01001;Índice de Gini;2017;36.4
0815401001 Pacs del Penedès sección 01001;Índice de Gini;2016;31.4
0815401001 Pacs del Penedès sección 01001;Índice de Gini;2015;33.7
0815401001 Pacs del Penedès sección 01001;Distribución de la renta P80/P20;2017;2.7
0815401001 Pacs del Penedès sección 01001;Distribución de la renta P80/P20;2016;2.5
0815401001 Pacs del Penedès sección 01001;Distribución de la renta P80/P20;2015;2.8
08155 Palafolls;Índice de Gini;2017;27.9
08155 Palafolls;Índice de Gini;2016;28.7
08155 Palafolls;Índice de Gini;2015;29.3
08155 Palafolls;Distribución de la renta P80/P20;2017;2.3
08155 Palafolls;Distribución de la renta P80/P20;2016;2.5
08155 Palafolls;Distribución de la renta P80/P20;2015;2.5
0815501 Palafolls distrito 01;Índice de Gini;2017;27.9
0815501 Palafolls distrito 01;Índice de Gini;2016;28.7
0815501 Palafolls distrito 01;Índice de Gini;2015;29.3
0815501 Palafolls distrito 01;Distribución de la renta P80/P20;2017;2.3
0815501 Palafolls distrito 01;Distribución de la renta P80/P20;2016;2.5
0815501 Palafolls distrito 01;Distribución de la renta P80/P20;2015;2.5
0815501003 Palafolls sección 01003;Índice de Gini;2017;26.0
0815501003 Palafolls sección 01003;Índice de Gini;2016;26.8
0815501003 Palafolls sección 01003;Índice de Gini;2015;28.4
0815501003 Palafolls sección 01003;Distribución de la renta P80/P20;2017;2.3
0815501003 Palafolls sección 01003;Distribución de la renta P80/P20;2016;2.3
0815501003 Palafolls sección 01003;Distribución de la renta P80/P20;2015;2.4
0815501001 Palafolls sección 01001;Índice de Gini;2017;27.2
0815501001 Palafolls sección 01001;Índice de Gini;2016;27.0
0815501001 Palafolls sección 01001;Índice de Gini;2015;27.0
0815501001 Palafolls sección 01001;Distribución de la renta P80/P20;2017;2.3
0815501001 Palafolls sección 01001;Distribución de la renta P80/P20;2016;2.3
0815501001 Palafolls sección 01001;Distribución de la renta P80/P20;2015;2.3
0815501004 Palafolls sección 01004;Índice de Gini;2017;28.2
0815501004 Palafolls sección 01004;Índice de Gini;2016;29.0
0815501004 Palafolls sección 01004;Índice de Gini;2015;29.5
0815501004 Palafolls sección 01004;Distribución de la renta P80/P20;2017;2.3
0815501004 Palafolls sección 01004;Distribución de la renta P80/P20;2016;2.2
0815501004 Palafolls sección 01004;Distribución de la renta P80/P20;2015;2.5
0815501005 Palafolls sección 01005;Índice de Gini;2017;33.0
0815501005 Palafolls sección 01005;Índice de Gini;2016;35.1
0815501005 Palafolls sección 01005;Índice de Gini;2015;35.8
0815501005 Palafolls sección 01005;Distribución de la renta P80/P20;2017;2.9
0815501005 Palafolls sección 01005;Distribución de la renta P80/P20;2016;3.1
0815501005 Palafolls sección 01005;Distribución de la renta P80/P20;2015;3.1
0815501002 Palafolls sección 01002;Índice de Gini;2017;25.6
0815501002 Palafolls sección 01002;Índice de Gini;2016;26.7
0815501002 Palafolls sección 01002;Índice de Gini;2015;27.7
0815501002 Palafolls sección 01002;Distribución de la renta P80/P20;2017;2.2
0815501002 Palafolls sección 01002;Distribución de la renta P80/P20;2016;2.2
0815501002 Palafolls sección 01002;Distribución de la renta P80/P20;2015;2.2
08156 Palau-solità i Plegamans;Índice de Gini;2017;29.3
08156 Palau-solità i Plegamans;Índice de Gini;2016;30.2
08156 Palau-solità i Plegamans;Índice de Gini;2015;30.3
08156 Palau-solità i Plegamans;Distribución de la renta P80/P20;2017;2.5
08156 Palau-solità i Plegamans;Distribución de la renta P80/P20;2016;2.5
08156 Palau-solità i Plegamans;Distribución de la renta P80/P20;2015;2.6
0815601 Palau-solità i Plegamans distrito 01;Índice de Gini;2017;29.3
0815601 Palau-solità i Plegamans distrito 01;Índice de Gini;2016;30.2
0815601 Palau-solità i Plegamans distrito 01;Índice de Gini;2015;30.3
0815601 Palau-solità i Plegamans distrito 01;Distribución de la renta P80/P20;2017;2.5
0815601 Palau-solità i Plegamans distrito 01;Distribución de la renta P80/P20;2016;2.5
0815601 Palau-solità i Plegamans distrito 01;Distribución de la renta P80/P20;2015;2.6
0815601004 Palau-solità i Plegamans sección 01004;Índice de Gini;2017;27.7
0815601004 Palau-solità i Plegamans sección 01004;Índice de Gini;2016;28.3
0815601004 Palau-solità i Plegamans sección 01004;Índice de Gini;2015;29.0
0815601004 Palau-solità i Plegamans sección 01004;Distribución de la renta P80/P20;2017;2.2
0815601004 Palau-solità i Plegamans sección 01004;Distribución de la renta P80/P20;2016;2.2
0815601004 Palau-solità i Plegamans sección 01004;Distribución de la renta P80/P20;2015;2.4
0815601008 Palau-solità i Plegamans sección 01008;Índice de Gini;2017;29.2
0815601008 Palau-solità i Plegamans sección 01008;Índice de Gini;2016;31.0
0815601008 Palau-solità i Plegamans sección 01008;Índice de Gini;2015;31.9
0815601008 Palau-solità i Plegamans sección 01008;Distribución de la renta P80/P20;2017;2.6
0815601008 Palau-solità i Plegamans sección 01008;Distribución de la renta P80/P20;2016;2.8
0815601008 Palau-solità i Plegamans sección 01008;Distribución de la renta P80/P20;2015;2.7
0815601005 Palau-solità i Plegamans sección 01005;Índice de Gini;2017;28.7
0815601005 Palau-solità i Plegamans sección 01005;Índice de Gini;2016;29.7
0815601005 Palau-solità i Plegamans sección 01005;Índice de Gini;2015;27.4
0815601005 Palau-solità i Plegamans sección 01005;Distribución de la renta P80/P20;2017;2.3
0815601005 Palau-solità i Plegamans sección 01005;Distribución de la renta P80/P20;2016;2.3
0815601005 Palau-solità i Plegamans sección 01005;Distribución de la renta P80/P20;2015;2.3
0815601007 Palau-solità i Plegamans sección 01007;Índice de Gini;2017;30.0
0815601007 Palau-solità i Plegamans sección 01007;Índice de Gini;2016;30.6
0815601007 Palau-solità i Plegamans sección 01007;Índice de Gini;2015;29.2
0815601007 Palau-solità i Plegamans sección 01007;Distribución de la renta P80/P20;2017;2.5
0815601007 Palau-solità i Plegamans sección 01007;Distribución de la renta P80/P20;2016;2.6
0815601007 Palau-solità i Plegamans sección 01007;Distribución de la renta P80/P20;2015;2.3
0815601001 Palau-solità i Plegamans sección 01001;Índice de Gini;2017;30.1
0815601001 Palau-solità i Plegamans sección 01001;Índice de Gini;2016;30.0
0815601001 Palau-solità i Plegamans sección 01001;Índice de Gini;2015;31.6
0815601001 Palau-solità i Plegamans sección 01001;Distribución de la renta P80/P20;2017;2.5
0815601001 Palau-solità i Plegamans sección 01001;Distribución de la renta P80/P20;2016;2.6
0815601001 Palau-solità i Plegamans sección 01001;Distribución de la renta P80/P20;2015;2.8
0815601006 Palau-solità i Plegamans sección 01006;Índice de Gini;2017;27.6
0815601006 Palau-solità i Plegamans sección 01006;Índice de Gini;2016;29.2
0815601006 Palau-solità i Plegamans sección 01006;Índice de Gini;2015;29.0
0815601006 Palau-solità i Plegamans sección 01006;Distribución de la renta P80/P20;2017;2.3
0815601006 Palau-solità i Plegamans sección 01006;Distribución de la renta P80/P20;2016;2.5
0815601006 Palau-solità i Plegamans sección 01006;Distribución de la renta P80/P20;2015;2.4
0815601002 Palau-solità i Plegamans sección 01002;Índice de Gini;2017;28.4
0815601002 Palau-solità i Plegamans sección 01002;Índice de Gini;2016;29.8
0815601002 Palau-solità i Plegamans sección 01002;Índice de Gini;2015;31.2
0815601002 Palau-solità i Plegamans sección 01002;Distribución de la renta P80/P20;2017;2.5
0815601002 Palau-solità i Plegamans sección 01002;Distribución de la renta P80/P20;2016;2.5
0815601002 Palau-solità i Plegamans sección 01002;Distribución de la renta P80/P20;2015;2.7
0815601003 Palau-solità i Plegamans sección 01003;Índice de Gini;2017;32.7
0815601003 Palau-solità i Plegamans sección 01003;Índice de Gini;2016;32.3
0815601003 Palau-solità i Plegamans sección 01003;Índice de Gini;2015;31.7
0815601003 Palau-solità i Plegamans sección 01003;Distribución de la renta P80/P20;2017;2.8
0815601003 Palau-solità i Plegamans sección 01003;Distribución de la renta P80/P20;2016;2.6
0815601003 Palau-solità i Plegamans sección 01003;Distribución de la renta P80/P20;2015;2.5
08157 Pallejà;Índice de Gini;2017;29.0
08157 Pallejà;Índice de Gini;2016;29.6
08157 Pallejà;Índice de Gini;2015;30.4
08157 Pallejà;Distribución de la renta P80/P20;2017;2.4
08157 Pallejà;Distribución de la renta P80/P20;2016;2.5
08157 Pallejà;Distribución de la renta P80/P20;2015;2.5
0815701 Pallejà distrito 01;Índice de Gini;2017;29.0
0815701 Pallejà distrito 01;Índice de Gini;2016;29.6
0815701 Pallejà distrito 01;Índice de Gini;2015;30.4
0815701 Pallejà distrito 01;Distribución de la renta P80/P20;2017;2.4
0815701 Pallejà distrito 01;Distribución de la renta P80/P20;2016;2.5
0815701 Pallejà distrito 01;Distribución de la renta P80/P20;2015;2.5
0815701003 Pallejà sección 01003;Índice de Gini;2017;29.3
0815701003 Pallejà sección 01003;Índice de Gini;2016;30.2
0815701003 Pallejà sección 01003;Índice de Gini;2015;30.3
0815701003 Pallejà sección 01003;Distribución de la renta P80/P20;2017;2.5
0815701003 Pallejà sección 01003;Distribución de la renta P80/P20;2016;2.7
0815701003 Pallejà sección 01003;Distribución de la renta P80/P20;2015;2.7
0815701002 Pallejà sección 01002;Índice de Gini;2017;26.0
0815701002 Pallejà sección 01002;Índice de Gini;2016;26.1
0815701002 Pallejà sección 01002;Índice de Gini;2015;27.3
0815701002 Pallejà sección 01002;Distribución de la renta P80/P20;2017;2.2
0815701002 Pallejà sección 01002;Distribución de la renta P80/P20;2016;2.2
0815701002 Pallejà sección 01002;Distribución de la renta P80/P20;2015;2.3
0815701005 Pallejà sección 01005;Índice de Gini;2017;24.9
0815701005 Pallejà sección 01005;Índice de Gini;2016;26.4
0815701005 Pallejà sección 01005;Índice de Gini;2015;27.4
0815701005 Pallejà sección 01005;Distribución de la renta P80/P20;2017;2.1
0815701005 Pallejà sección 01005;Distribución de la renta P80/P20;2016;2.2
0815701005 Pallejà sección 01005;Distribución de la renta P80/P20;2015;2.3
0815701001 Pallejà sección 01001;Índice de Gini;2017;27.4
0815701001 Pallejà sección 01001;Índice de Gini;2016;27.1
0815701001 Pallejà sección 01001;Índice de Gini;2015;28.2
0815701001 Pallejà sección 01001;Distribución de la renta P80/P20;2017;2.4
0815701001 Pallejà sección 01001;Distribución de la renta P80/P20;2016;2.3
0815701001 Pallejà sección 01001;Distribución de la renta P80/P20;2015;2.5
0815701004 Pallejà sección 01004;Índice de Gini;2017;36.1
0815701004 Pallejà sección 01004;Índice de Gini;2016;35.5
0815701004 Pallejà sección 01004;Índice de Gini;2015;35.4
0815701004 Pallejà sección 01004;Distribución de la renta P80/P20;2017;2.9
0815701004 Pallejà sección 01004;Distribución de la renta P80/P20;2016;2.9
0815701004 Pallejà sección 01004;Distribución de la renta P80/P20;2015;2.9
08905 Palma de Cervelló, La;Índice de Gini;2017;31.9
08905 Palma de Cervelló, La;Índice de Gini;2016;31.5
08905 Palma de Cervelló, La;Índice de Gini;2015;32.1
08905 Palma de Cervelló, La;Distribución de la renta P80/P20;2017;2.6
08905 Palma de Cervelló, La;Distribución de la renta P80/P20;2016;2.7
08905 Palma de Cervelló, La;Distribución de la renta P80/P20;2015;2.7
0890501 Palma de Cervelló, La distrito 01;Índice de Gini;2017;31.9
0890501 Palma de Cervelló, La distrito 01;Índice de Gini;2016;31.5
0890501 Palma de Cervelló, La distrito 01;Índice de Gini;2015;32.1
0890501 Palma de Cervelló, La distrito 01;Distribución de la renta P80/P20;2017;2.6
0890501 Palma de Cervelló, La distrito 01;Distribución de la renta P80/P20;2016;2.7
0890501 Palma de Cervelló, La distrito 01;Distribución de la renta P80/P20;2015;2.7
0890501001 Palma de Cervelló, La sección 01001;Índice de Gini;2017;32.8
0890501001 Palma de Cervelló, La sección 01001;Índice de Gini;2016;31.2
0890501001 Palma de Cervelló, La sección 01001;Índice de Gini;2015;32.2
0890501001 Palma de Cervelló, La sección 01001;Distribución de la renta P80/P20;2017;2.6
0890501001 Palma de Cervelló, La sección 01001;Distribución de la renta P80/P20;2016;2.7
0890501001 Palma de Cervelló, La sección 01001;Distribución de la renta P80/P20;2015;2.8
0890501002 Palma de Cervelló, La sección 01002;Índice de Gini;2017;30.4
0890501002 Palma de Cervelló, La sección 01002;Índice de Gini;2016;31.3
0890501002 Palma de Cervelló, La sección 01002;Índice de Gini;2015;31.9
0890501002 Palma de Cervelló, La sección 01002;Distribución de la renta P80/P20;2017;2.5
0890501002 Palma de Cervelló, La sección 01002;Distribución de la renta P80/P20;2016;2.7
0890501002 Palma de Cervelló, La sección 01002;Distribución de la renta P80/P20;2015;2.7
08158 Papiol, El;Índice de Gini;2017;29.4
08158 Papiol, El;Índice de Gini;2016;29.7
08158 Papiol, El;Índice de Gini;2015;31.3
08158 Papiol, El;Distribución de la renta P80/P20;2017;2.4
08158 Papiol, El;Distribución de la renta P80/P20;2016;2.5
08158 Papiol, El;Distribución de la renta P80/P20;2015;2.5
0815801 Papiol, El distrito 01;Índice de Gini;2017;29.4
0815801 Papiol, El distrito 01;Índice de Gini;2016;29.7
0815801 Papiol, El distrito 01;Índice de Gini;2015;31.3
0815801 Papiol, El distrito 01;Distribución de la renta P80/P20;2017;2.4
0815801 Papiol, El distrito 01;Distribución de la renta P80/P20;2016;2.5
0815801 Papiol, El distrito 01;Distribución de la renta P80/P20;2015;2.5
0815801001 Papiol, El sección 01001;Índice de Gini;2017;28.7
